	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
541	7/3/1996 -- 5:52 PM	66.0 °F	63.0 °F	90%	29.51 in	1.5 mi	WSW	8.1 mph	  -	0.07 in	Rain	Heavy Rain
542	7/3/1996 -- 6:52 PM	64.9 °F	64.0 °F	97%	29.53 in	2.0 mi	Calm	Calm	  -	0.41 in	Rain	Rain
543	7/3/1996 -- 7:52 PM	64.9 °F	63.0 °F	93%	29.53 in	3.0 mi	WSW	4.6 mph	  -	0.05 in	Rain	Rain
544	7/3/1996 -- 8:52 PM	64.0 °F	63.0 °F	96%	29.54 in	5.0 mi	Calm	Calm	  -	0.05 in	Rain	Light Rain
545	7/3/1996 -- 9:52 PM	63.0 °F	62.1 °F	97%	29.53 in	5.0 mi	Calm	Calm	  -	0.06 in	Rain	Light Rain
546	7/3/1996 -- 10:52 PM	63.0 °F	62.1 °F	97%	29.52 in	5.0 mi	Calm	Calm	  -	0.00 in	Rain	Light Rain
547	7/3/1996 -- 11:52 PM	63.0 °F	62.1 °F	97%	29.51 in	4.0 mi	West	4.6 mph	  -	0.01 in	"	 "	Overcast
548	7/2/1996 -- 12:52 AM	61.0 °F	55.0 °F	81%	29.85 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
549	7/2/1996 -- 1:52 AM	57.9 °F	54.0 °F	87%	29.85 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
550	7/2/1996 -- 2:52 AM	55.0 °F	53.1 °F	93%	29.84 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
551	7/2/1996 -- 3:52 AM	54.0 °F	53.1 °F	97%	29.84 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
552	7/2/1996 -- 4:52 AM	53.1 °F	52.0 °F	96%	29.85 in	9.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
553	7/2/1996 -- 5:52 AM	54.0 °F	53.1 °F	97%	29.85 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
554	7/2/1996 -- 8:52 AM	66.0 °F	57.0 °F	73%	29.83 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
555	7/2/1996 -- 9:52 AM	72.0 °F	57.9 °F	61%	29.82 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
556	7/2/1996 -- 10:52 AM	73.9 °F	59.0 °F	59%	29.81 in	10.0 mi	NNW	6.9 mph	  -	N/A	"	 "	Clear
557	7/2/1996 -- 11:52 AM	78.1 °F	62.1 °F	58%	29.79 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
558	7/2/1996 -- 12:52 PM	80.1 °F	60.1 °F	50%	29.76 in	10.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Clear
559	7/2/1996 -- 1:52 PM	82.0 °F	59.0 °F	45%	29.75 in	10.0 mi	NNW	9.2 mph	  -	N/A	"	 "	Scattered Clouds
560	7/2/1996 -- 2:52 PM	82.9 °F	55.9 °F	39%	29.73 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Clear
561	7/2/1996 -- 3:52 PM	82.0 °F	55.9 °F	41%	29.72 in	10.0 mi	WNW	6.9 mph	  -	N/A	"	 "	Clear
562	7/2/1996 -- 4:52 PM	82.9 °F	55.9 °F	39%	29.70 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
563	7/2/1996 -- 6:52 PM	80.1 °F	57.0 °F	45%	29.68 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
564	7/2/1996 -- 8:52 PM	66.9 °F	60.1 °F	79%	29.68 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
565	7/2/1996 -- 10:52 PM	61.0 °F	59.0 °F	93%	29.69 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
566	7/2/1996 -- 11:52 PM	60.1 °F	57.0 °F	90%	29.67 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
567	7/1/1996 -- 3:52 AM	64.0 °F	62.1 °F	93%	29.86 in	6.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
568	7/1/1996 -- 4:52 AM	63.0 °F	62.1 °F	97%	29.86 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
569	7/1/1996 -- 5:25 AM	62.6 °F	60.8 °F	94%	29.86 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
570	7/1/1996 -- 5:35 AM	62.6 °F	60.8 °F	94%	29.86 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
571	7/1/1996 -- 5:52 AM	62.1 °F	60.1 °F	93%	29.87 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
572	7/1/1996 -- 6:16 AM	62.6 °F	60.8 °F	94%	29.87 in	2.5 mi	Calm	Calm	  -	N/A	"	 "	Overcast
573	7/1/1996 -- 6:33 AM	62.6 °F	60.8 °F	94%	29.87 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
574	7/1/1996 -- 6:52 AM	63.0 °F	62.1 °F	97%	29.88 in	3.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
575	7/1/1996 -- 7:07 AM	64.4 °F	62.6 °F	94%	29.88 in	2.5 mi	Calm	Calm	  -	N/A	"	 "	Overcast
576	7/1/1996 -- 7:34 AM	66.2 °F	62.6 °F	88%	29.88 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
577	7/1/1996 -- 7:52 AM	68.0 °F	63.0 °F	84%	29.88 in	5.0 mi	Calm	Calm	  -	N/A	"	 "	Haze
578	7/1/1996 -- 8:52 AM	71.1 °F	64.9 °F	81%	29.87 in	9.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
579	7/1/1996 -- 9:52 AM	75.9 °F	64.9 °F	69%	29.86 in	10.0 mi	Variable	4.6 mph	  -	N/A	"	 "	Partly Cloudy
580	7/1/1996 -- 10:52 AM	78.1 °F	64.0 °F	62%	29.86 in	10.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Clear
581	7/1/1996 -- 1:52 PM	82.9 °F	61.0 °F	47%	29.83 in	10.0 mi	West	10.4 mph	19.6 mph	N/A	"	 "	Partly Cloudy
582	7/1/1996 -- 3:52 PM	84.9 °F	62.1 °F	46%	29.80 in	10.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
583	7/1/1996 -- 4:52 PM	84.9 °F	63.0 °F	48%	29.79 in	10.0 mi	West	9.2 mph	16.1 mph	N/A	"	 "	Partly Cloudy
584	7/1/1996 -- 6:52 PM	81.0 °F	57.9 °F	45%	29.80 in	10.0 mi	Variable	5.8 mph	  -	N/A	"	 "	Clear
585	7/1/1996 -- 8:52 PM	70.0 °F	57.9 °F	65%	29.83 in	10.0 mi	Variable	3.5 mph	  -	N/A	"	 "	Clear
586	7/1/1996 -- 10:52 PM	66.9 °F	55.0 °F	66%	29.85 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Clear
587	7/1/1996 -- 11:52 PM	63.0 °F	54.0 °F	72%	29.84 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
