	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
1672	9/10/1958 -- 6:00 PM	82.0 °F	61.0 °F	49%	29.90 in	15.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Unknown
1673	9/10/1958 -- 7:00 PM	81.0 °F	63.0 °F	54%	29.92 in	15.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Unknown
1674	9/10/1958 -- 8:00 PM	75.9 °F	64.9 °F	69%	29.93 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Unknown
1675	9/10/1958 -- 9:00 PM	73.9 °F	64.9 °F	73%	29.94 in	10.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Unknown
1676	9/10/1958 -- 10:00 PM	73.9 °F	64.0 °F	71%	29.95 in	10.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Unknown
1677	9/10/1958 -- 11:00 PM	73.9 °F	63.0 °F	68%	29.96 in	15.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Unknown
1678	2/22/1958 -- 12:00 AM	36.0 °F	18.0 °F	48%	30.20 in	20.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Clear
1679	2/22/1958 -- 1:00 AM	35.1 °F	16.0 °F	46%	30.17 in	15.0 mi	South	6.9 mph	  -	N/A	"	 "	Clear
1680	2/22/1958 -- 2:00 AM	36.0 °F	17.1 °F	46%	30.16 in	15.0 mi	South	8.1 mph	  -	N/A	"	 "	Unknown
1681	2/22/1958 -- 3:00 AM	36.0 °F	18.0 °F	48%	30.12 in	15.0 mi	South	9.2 mph	  -	N/A	"	 "	Unknown
1682	2/22/1958 -- 4:00 AM	37.0 °F	18.0 °F	46%	30.10 in	15.0 mi	South	4.6 mph	  -	N/A	"	 "	Unknown
1683	2/22/1958 -- 5:00 AM	37.9 °F	19.0 °F	47%	30.09 in	10.0 mi	South	8.1 mph	  -	N/A	Rain	Light Rain
1684	2/22/1958 -- 6:00 AM	37.9 °F	21.0 °F	51%	30.08 in	10.0 mi	SSW	10.4 mph	  -	0.01 in	"	 "	Unknown
1685	2/22/1958 -- 7:00 AM	39.0 °F	21.0 °F	49%	30.07 in	10.0 mi	SW	8.1 mph	  -	N/A	Rain	Light Rain
1686	2/22/1958 -- 8:00 AM	39.0 °F	21.0 °F	49%	30.07 in	10.0 mi	SW	9.2 mph	  -	N/A	"	 "	Unknown
1687	2/22/1958 -- 9:00 AM	42.1 °F	23.0 °F	47%	30.06 in	10.0 mi	WSW	9.2 mph	  -	N/A	"	 "	Unknown
1688	2/22/1958 -- 10:00 AM	45.0 °F	24.1 °F	44%	30.06 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Unknown
1689	2/22/1958 -- 11:00 AM	54.0 °F	32.0 °F	43%	30.03 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Unknown
1690	2/22/1958 -- 12:00 PM	60.1 °F	37.0 °F	42%	30.00 in	15.0 mi	West	15.0 mph	  -	N/A	"	 "	Unknown
1691	2/22/1958 -- 1:00 PM	61.0 °F	39.9 °F	46%	29.98 in	15.0 mi	West	13.8 mph	  -	N/A	"	 "	Unknown
1692	2/22/1958 -- 2:00 PM	57.0 °F	37.9 °F	49%	29.97 in	10.0 mi	West	10.4 mph	  -	N/A	"	 "	Unknown
1693	2/22/1958 -- 3:00 PM	57.0 °F	37.0 °F	47%	29.96 in	10.0 mi	West	17.3 mph	  -	N/A	"	 "	Unknown
1694	2/22/1958 -- 4:00 PM	55.0 °F	37.0 °F	51%	29.97 in	15.0 mi	WNW	12.7 mph	  -	N/A	"	 "	Unknown
1695	2/22/1958 -- 5:00 PM	52.0 °F	34.0 °F	50%	30.00 in	15.0 mi	WNW	16.1 mph	  -	N/A	"	 "	Unknown
1696	2/22/1958 -- 6:00 PM	48.0 °F	30.9 °F	52%	30.04 in	15.0 mi	NW	17.3 mph	  -	N/A	"	 "	Unknown
1697	2/22/1958 -- 7:00 PM	45.0 °F	30.9 °F	58%	30.06 in	20.0 mi	NW	12.7 mph	  -	N/A	"	 "	Clear
1698	2/22/1958 -- 8:00 PM	43.0 °F	28.9 °F	58%	30.07 in	20.0 mi	NW	10.4 mph	  -	N/A	"	 "	Clear
1699	2/22/1958 -- 9:00 PM	39.9 °F	28.9 °F	65%	30.08 in	20.0 mi	NW	9.2 mph	  -	N/A	"	 "	Clear
1700	2/22/1958 -- 10:00 PM	39.9 °F	27.0 °F	60%	30.08 in	20.0 mi	WNW	8.1 mph	  -	N/A	"	 "	Clear
1701	2/22/1958 -- 11:00 PM	37.9 °F	27.0 °F	65%	30.08 in	20.0 mi	WNW	5.8 mph	  -	N/A	"	 "	Clear
1702	8/6/1957 -- 12:00 AM	73.0 °F	62.1 °F	68%	29.96 in	10.0 mi	North	10.4 mph	  -	N/A	"	 "	Unknown
1703	8/6/1957 -- 1:00 AM	73.0 °F	53.1 °F	49%	29.98 in	10.0 mi	North	12.7 mph	  -	N/A	"	 "	Unknown
1704	8/6/1957 -- 2:00 AM	72.0 °F	50.0 °F	46%	29.98 in	15.0 mi	NNE	13.8 mph	  -	N/A	"	 "	Unknown
1705	8/6/1957 -- 3:00 AM	70.0 °F	48.0 °F	46%	29.99 in	15.0 mi	NNE	12.7 mph	  -	N/A	"	 "	Unknown
1706	8/6/1957 -- 4:00 AM	68.0 °F	51.1 °F	55%	30.01 in	15.0 mi	North	8.1 mph	  -	N/A	"	 "	Unknown
1707	8/6/1957 -- 5:00 AM	66.0 °F	51.1 °F	59%	30.02 in	15.0 mi	NNE	6.9 mph	  -	N/A	"	 "	Unknown
1708	8/6/1957 -- 6:00 AM	64.9 °F	48.0 °F	54%	30.05 in	15.0 mi	NNE	10.4 mph	  -	N/A	"	 "	Unknown
1709	8/6/1957 -- 7:00 AM	63.0 °F	50.0 °F	63%	30.07 in	15.0 mi	North	9.2 mph	  -	N/A	"	 "	Unknown
1710	8/6/1957 -- 8:00 AM	63.0 °F	52.0 °F	67%	30.09 in	15.0 mi	NNW	9.2 mph	  -	N/A	"	 "	Unknown
1711	8/6/1957 -- 9:00 AM	68.0 °F	52.0 °F	56%	30.11 in	15.0 mi	NNE	10.4 mph	  -	N/A	"	 "	Unknown
1712	8/6/1957 -- 10:00 AM	72.0 °F	51.1 °F	48%	30.12 in	15.0 mi	NNE	13.8 mph	  -	N/A	"	 "	Clear
1713	8/6/1957 -- 11:00 AM	75.0 °F	50.0 °F	41%	30.13 in	15.0 mi	NNE	13.8 mph	  -	N/A	"	 "	Clear
1714	8/6/1957 -- 12:00 PM	75.9 °F	51.1 °F	42%	30.13 in	15.0 mi	North	11.5 mph	  -	N/A	"	 "	Clear
1715	8/6/1957 -- 1:00 PM	77.0 °F	48.9 °F	37%	30.12 in	15.0 mi	ESE	8.1 mph	  -	N/A	"	 "	Clear
1716	8/6/1957 -- 2:00 PM	78.1 °F	48.9 °F	36%	30.11 in	15.0 mi	ENE	11.5 mph	  -	N/A	"	 "	Unknown
1717	8/6/1957 -- 3:00 PM	79.0 °F	48.0 °F	34%	30.10 in	15.0 mi	NNE	11.5 mph	  -	N/A	"	 "	Unknown
1718	8/6/1957 -- 4:00 PM	81.0 °F	48.0 °F	31%	30.10 in	15.0 mi	NW	9.2 mph	  -	N/A	"	 "	Unknown
1719	8/6/1957 -- 5:00 PM	80.1 °F	48.9 °F	34%	30.10 in	15.0 mi	NE	9.2 mph	  -	N/A	"	 "	Clear
1720	8/6/1957 -- 6:00 PM	80.1 °F	48.9 °F	34%	30.10 in	15.0 mi	NNE	10.4 mph	  -	N/A	"	 "	Clear
1721	8/6/1957 -- 7:00 PM	79.0 °F	46.0 °F	31%	30.10 in	15.0 mi	NNE	8.1 mph	  -	N/A	"	 "	Clear
1722	8/6/1957 -- 8:00 PM	75.0 °F	48.9 °F	40%	30.11 in	10.0 mi	NNE	8.1 mph	  -	N/A	"	 "	Clear
1723	8/6/1957 -- 9:00 PM	73.0 °F	46.0 °F	38%	30.13 in	10.0 mi	NNE	6.9 mph	  -	N/A	"	 "	Clear
1724	8/6/1957 -- 10:00 PM	68.0 °F	48.9 °F	50%	30.16 in	15.0 mi	NE	4.6 mph	  -	N/A	"	 "	Clear
1725	8/6/1957 -- 11:00 PM	63.0 °F	53.1 °F	70%	30.17 in	15.0 mi	NNE	3.5 mph	  -	N/A	"	 "	Clear
1726	1/18/1957 -- 12:00 AM	17.1 °F	14.0 °F	88%	30.25 in	10.0 mi	WNW	5.8 mph	  -	N/A	"	 "	Clear
1727	1/18/1957 -- 1:00 AM	16.0 °F	12.0 °F	84%	30.27 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Clear
1728	1/18/1957 -- 2:00 AM	15.1 °F	10.0 °F	80%	30.29 in	10.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
1729	1/18/1957 -- 3:00 AM	14.0 °F	9.0 °F	80%	30.30 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1730	1/18/1957 -- 4:00 AM	12.9 °F	9.0 °F	84%	30.30 in	10.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Clear
1731	1/18/1957 -- 5:00 AM	12.9 °F	10.0 °F	88%	30.31 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Clear
1732	1/18/1957 -- 6:00 AM	12.9 °F	10.0 °F	88%	30.31 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Clear
1733	1/18/1957 -- 7:00 AM	12.9 °F	9.0 °F	84%	30.33 in	10.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Clear
1734	1/18/1957 -- 8:00 AM	16.0 °F	1.9 °F	54%	30.36 in	10.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Clear
1735	1/18/1957 -- 9:00 AM	21.9 °F	6.1 °F	51%	30.38 in	10.0 mi	SW	9.2 mph	  -	N/A	"	 "	Clear
1736	1/18/1957 -- 10:00 AM	28.9 °F	7.0 °F	40%	30.40 in	10.0 mi	WSW	13.8 mph	  -	N/A	"	 "	Clear
1737	1/18/1957 -- 11:00 AM	32.0 °F	12.0 °F	44%	30.37 in	15.0 mi	WSW	13.8 mph	  -	N/A	"	 "	Unknown
1738	1/18/1957 -- 12:00 PM	33.1 °F	12.0 °F	42%	30.37 in	15.0 mi	WSW	17.3 mph	  -	N/A	"	 "	Clear
1739	1/18/1957 -- 1:00 PM	33.1 °F	12.0 °F	42%	30.37 in	15.0 mi	WSW	20.7 mph	  -	N/A	"	 "	Unknown
1740	1/18/1957 -- 2:00 PM	35.1 °F	16.0 °F	46%	30.36 in	15.0 mi	West	12.7 mph	  -	N/A	"	 "	Unknown
1741	1/18/1957 -- 3:00 PM	34.0 °F	18.0 °F	52%	30.38 in	15.0 mi	West	18.4 mph	  -	N/A	"	 "	Clear
1742	1/18/1957 -- 4:00 PM	34.0 °F	10.9 °F	38%	30.40 in	15.0 mi	West	12.7 mph	  -	N/A	"	 "	Clear
1743	1/18/1957 -- 5:00 PM	32.0 °F	15.1 °F	50%	30.42 in	15.0 mi	West	11.5 mph	  -	N/A	"	 "	Clear
1744	1/18/1957 -- 6:00 PM	28.9 °F	9.0 °F	43%	30.45 in	15.0 mi	West	6.9 mph	  -	N/A	"	 "	Clear
1745	1/18/1957 -- 7:00 PM	28.9 °F	8.1 °F	41%	30.48 in	15.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Clear
1746	1/18/1957 -- 8:00 PM	24.1 °F	10.0 °F	55%	30.51 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1747	1/18/1957 -- 9:00 PM	24.1 °F	10.0 °F	55%	30.53 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1748	1/18/1957 -- 10:00 PM	23.0 °F	10.0 °F	58%	30.55 in	15.0 mi	SW	5.8 mph	  -	N/A	"	 "	Clear
1749	1/18/1957 -- 11:00 PM	23.0 °F	9.0 °F	55%	30.57 in	15.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Clear
1750	7/2/1956 -- 12:00 AM	77.0 °F	70.0 °F	79%	30.01 in	10.0 mi	South	6.9 mph	  -	N/A	"	 "	Clear
1751	7/2/1956 -- 1:00 AM	75.9 °F	70.0 °F	82%	30.00 in	15.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Clear
1752	7/2/1956 -- 2:00 AM	75.0 °F	70.0 °F	84%	29.98 in	15.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Clear
1753	7/2/1956 -- 3:00 AM	75.0 °F	70.0 °F	84%	29.98 in	10.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Clear
1754	7/2/1956 -- 4:00 AM	73.0 °F	70.0 °F	90%	29.98 in	10.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Clear
1755	7/2/1956 -- 5:00 AM	72.0 °F	69.1 °F	91%	29.99 in	10.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Clear
1756	7/2/1956 -- 6:00 AM	71.1 °F	69.1 °F	93%	30.01 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Unknown
1757	7/2/1956 -- 7:00 AM	72.0 °F	69.1 °F	91%	30.03 in	15.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Unknown
1758	7/2/1956 -- 8:00 AM	75.0 °F	70.0 °F	84%	30.04 in	15.0 mi	SW	8.1 mph	  -	N/A	"	 "	Unknown
1759	7/2/1956 -- 9:00 AM	81.0 °F	71.1 °F	72%	30.04 in	15.0 mi	West	9.2 mph	  -	N/A	"	 "	Unknown
1760	7/2/1956 -- 10:00 AM	84.9 °F	71.1 °F	63%	30.03 in	15.0 mi	SW	9.2 mph	  -	N/A	"	 "	Unknown
1761	7/2/1956 -- 11:00 AM	88.0 °F	71.1 °F	57%	30.03 in	15.0 mi	SW	9.2 mph	  -	N/A	"	 "	Clear
1762	7/2/1956 -- 12:00 PM	91.9 °F	69.1 °F	47%	30.02 in	15.0 mi	SW	8.1 mph	  -	N/A	"	 "	Unknown
1763	7/2/1956 -- 1:00 PM	93.9 °F	66.9 °F	41%	29.99 in	15.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Unknown
1764	7/2/1956 -- 2:00 PM	95.0 °F	66.9 °F	40%	29.98 in	15.0 mi	WSW	12.7 mph	  -	N/A	"	 "	Unknown
1765	7/2/1956 -- 3:00 PM	93.9 °F	69.1 °F	44%	29.95 in	15.0 mi	SW	6.9 mph	  -	N/A	"	 "	Unknown
1766	7/2/1956 -- 4:00 PM	95.0 °F	70.0 °F	44%	29.94 in	15.0 mi	South	5.8 mph	  -	N/A	"	 "	Unknown
1767	7/2/1956 -- 5:00 PM	95.0 °F	70.0 °F	44%	29.93 in	15.0 mi	South	8.1 mph	  -	N/A	"	 "	Unknown
1768	7/2/1956 -- 6:00 PM	93.9 °F	70.0 °F	46%	29.95 in	15.0 mi	South	10.4 mph	  -	N/A	"	 "	Unknown
1769	7/2/1956 -- 7:00 PM	91.0 °F	70.0 °F	50%	29.95 in	15.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Unknown
1770	7/2/1956 -- 8:00 PM	88.0 °F	71.1 °F	57%	29.96 in	15.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Unknown
1771	7/2/1956 -- 9:00 PM	84.9 °F	71.1 °F	63%	29.96 in	15.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Unknown
1772	7/2/1956 -- 10:00 PM	82.0 °F	71.1 °F	69%	29.98 in	10.0 mi	South	8.1 mph	  -	N/A	"	 "	Clear
1773	7/2/1956 -- 11:00 PM	80.1 °F	72.0 °F	76%	29.98 in	10.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Clear
1774	12/15/1955 -- 12:00 AM	30.0 °F	25.0 °F	82%	30.18 in	7.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
1775	12/15/1955 -- 1:00 AM	27.0 °F	24.1 °F	89%	30.16 in	7.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
1776	12/15/1955 -- 2:00 AM	28.0 °F	26.1 °F	92%	30.14 in	7.0 mi	SSE	4.6 mph	  -	N/A	"	 "	Clear
1777	12/15/1955 -- 3:00 AM	26.1 °F	25.0 °F	96%	30.12 in	7.0 mi	West	4.6 mph	  -	N/A	"	 "	Unknown
1778	12/15/1955 -- 4:00 AM	23.0 °F	19.0 °F	85%	30.11 in	7.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
1779	12/15/1955 -- 5:00 AM	23.0 °F	19.9 °F	88%	30.11 in	7.0 mi	South	6.9 mph	  -	N/A	"	 "	Clear
1780	12/15/1955 -- 6:00 AM	27.0 °F	19.9 °F	75%	30.10 in	7.0 mi	SW	5.8 mph	  -	N/A	"	 "	Unknown
1781	12/15/1955 -- 7:00 AM	26.1 °F	17.1 °F	69%	30.09 in	8.0 mi	South	8.1 mph	  -	N/A	"	 "	Unknown
1782	12/15/1955 -- 8:00 AM	30.0 °F	19.0 °F	64%	30.09 in	10.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Unknown
1783	12/15/1955 -- 9:00 AM	36.0 °F	21.0 °F	55%	30.08 in	10.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Unknown
1784	12/15/1955 -- 10:00 AM	42.1 °F	21.9 °F	45%	30.05 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Unknown
1785	12/15/1955 -- 11:00 AM	48.0 °F	24.1 °F	39%	30.02 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Unknown
1786	12/15/1955 -- 12:00 PM	52.0 °F	24.1 °F	34%	29.98 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Unknown
1787	12/15/1955 -- 1:00 PM	54.0 °F	24.1 °F	31%	29.94 in	10.0 mi	West	16.1 mph	  -	N/A	"	 "	Unknown
1788	12/15/1955 -- 2:00 PM	55.0 °F	28.0 °F	35%	29.93 in	10.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Unknown
1789	12/15/1955 -- 3:00 PM	53.1 °F	26.1 °F	35%	29.93 in	10.0 mi	WSW	15.0 mph	  -	N/A	"	 "	Unknown
1790	12/15/1955 -- 4:00 PM	48.0 °F	28.0 °F	46%	29.95 in	8.0 mi	NNW	13.8 mph	  -	N/A	"	 "	Unknown
1791	12/15/1955 -- 5:00 PM	42.1 °F	25.0 °F	51%	29.97 in	8.0 mi	NW	11.5 mph	  -	N/A	"	 "	Unknown
1792	12/15/1955 -- 6:00 PM	39.9 °F	24.1 °F	53%	29.98 in	8.0 mi	NW	11.5 mph	  -	N/A	"	 "	Clear
1793	12/15/1955 -- 7:00 PM	37.9 °F	21.0 °F	51%	29.99 in	10.0 mi	NW	11.5 mph	  -	N/A	"	 "	Clear
1794	12/15/1955 -- 8:00 PM	36.0 °F	16.0 °F	44%	30.01 in	10.0 mi	NW	11.5 mph	  -	N/A	"	 "	Clear
1795	12/15/1955 -- 9:00 PM	34.0 °F	14.0 °F	44%	30.01 in	10.0 mi	NW	11.5 mph	  -	N/A	"	 "	Clear
1796	12/15/1955 -- 10:00 PM	32.0 °F	12.9 °F	45%	30.00 in	10.0 mi	NNW	11.5 mph	  -	N/A	"	 "	Clear
1797	12/15/1955 -- 11:00 PM	30.9 °F	12.0 °F	46%	30.01 in	10.0 mi	NNW	12.7 mph	  -	N/A	"	 "	Clear
1798	5/29/1955 -- 12:00 AM	75.0 °F	66.0 °F	73%	29.99 in	15.0 mi	South	11.5 mph	  -	N/A	"	 "	Clear
1799	5/29/1955 -- 1:00 AM	73.9 °F	66.9 °F	79%	29.98 in	15.0 mi	SSW	12.7 mph	  -	N/A	"	 "	Unknown
1800	5/29/1955 -- 2:00 AM	73.0 °F	68.0 °F	84%	29.96 in	15.0 mi	SSW	13.8 mph	  -	N/A	"	 "	Unknown
1801	5/29/1955 -- 3:00 AM	72.0 °F	68.0 °F	87%	29.95 in	15.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Unknown
1802	5/29/1955 -- 4:00 AM	72.0 °F	68.0 °F	87%	29.94 in	15.0 mi	SSW	12.7 mph	  -	N/A	"	 "	Unknown
1803	5/29/1955 -- 5:00 AM	71.1 °F	68.0 °F	90%	29.95 in	15.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Unknown
1804	5/29/1955 -- 6:00 AM	71.1 °F	66.9 °F	87%	29.96 in	15.0 mi	SSW	9.2 mph	  -	N/A	"	 "	Unknown
1805	5/29/1955 -- 7:00 AM	72.0 °F	68.0 °F	87%	29.97 in	15.0 mi	SW	12.7 mph	  -	N/A	"	 "	Unknown
1806	5/29/1955 -- 8:00 AM	73.9 °F	68.0 °F	82%	29.97 in	15.0 mi	SSW	12.7 mph	  -	N/A	"	 "	Unknown
1807	5/29/1955 -- 9:00 AM	78.1 °F	69.1 °F	74%	29.97 in	15.0 mi	SSW	13.8 mph	  -	N/A	"	 "	Unknown
1808	5/29/1955 -- 10:00 AM	81.0 °F	70.0 °F	69%	29.95 in	15.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Unknown
1809	5/29/1955 -- 11:00 AM	84.0 °F	69.1 °F	61%	29.94 in	15.0 mi	SW	11.5 mph	  -	N/A	"	 "	Unknown
1810	5/29/1955 -- 12:00 PM	84.9 °F	68.0 °F	57%	29.91 in	15.0 mi	SW	11.5 mph	  -	N/A	"	 "	Unknown
1811	5/29/1955 -- 1:00 PM	86.0 °F	68.0 °F	55%	29.88 in	15.0 mi	SSW	13.8 mph	  -	N/A	Rain	"	,"
1812	5/29/1955 -- 2:00 PM	84.9 °F	68.0 °F	57%	29.84 in	15.0 mi	SSW	17.3 mph	  -	N/A	"	 "	Unknown
1813	5/29/1955 -- 3:00 PM	87.1 °F	69.1 °F	55%	29.84 in	15.0 mi	SSW	13.8 mph	  -	N/A	"	 "	Unknown
1814	5/29/1955 -- 4:00 PM	84.9 °F	66.0 °F	53%	29.83 in	15.0 mi	SW	9.2 mph	  -	N/A	"	 "	Unknown
1815	5/29/1955 -- 5:00 PM	86.0 °F	66.9 °F	53%	29.80 in	15.0 mi	WSW	16.1 mph	  -	N/A	"	 "	Unknown
1816	5/29/1955 -- 6:00 PM	86.0 °F	64.0 °F	48%	29.78 in	15.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Unknown
1817	5/29/1955 -- 7:00 PM	84.0 °F	66.0 °F	55%	29.79 in	15.0 mi	SSW	12.7 mph	  -	N/A	Rain	"	,"
1818	5/29/1955 -- 8:00 PM	78.1 °F	64.9 °F	64%	29.81 in	15.0 mi	SSW	16.1 mph	  -	N/A	"	 "	Unknown
1819	5/29/1955 -- 9:00 PM	75.9 °F	66.9 °F	74%	29.82 in	15.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Unknown
1820	5/29/1955 -- 10:00 PM	75.0 °F	66.0 °F	73%	29.83 in	15.0 mi	SSW	10.4 mph	  -	N/A	Rain	"	,"
1821	5/29/1955 -- 11:00 PM	72.0 °F	66.0 °F	81%	29.86 in	4.0 mi	SSW	17.3 mph	  -	N/A	Rain	"	,"
1822	11/10/1954 -- 12:00 AM	44.1 °F	34.0 °F	68%	30.45 in	15.0 mi	NE	10.4 mph	  -	N/A	"	 "	Clear
1823	11/10/1954 -- 1:00 AM	41.0 °F	35.1 °F	79%	30.47 in	15.0 mi	ENE	9.2 mph	  -	N/A	"	 "	Clear
1824	11/10/1954 -- 2:00 AM	41.0 °F	36.0 °F	82%	30.47 in	15.0 mi	NNE	4.6 mph	  -	N/A	"	 "	Clear
1825	11/10/1954 -- 3:00 AM	36.0 °F	34.0 °F	93%	30.47 in	10.0 mi	NNE	5.8 mph	  -	N/A	"	 "	Clear
1826	11/10/1954 -- 4:00 AM	37.0 °F	36.0 °F	96%	30.49 in	10.0 mi	NE	6.9 mph	  -	N/A	"	 "	Unknown
1827	11/10/1954 -- 5:00 AM	37.0 °F	34.0 °F	89%	30.52 in	10.0 mi	NNE	8.1 mph	  -	N/A	"	 "	Unknown
1828	11/10/1954 -- 6:00 AM	36.0 °F	33.1 °F	89%	30.54 in	7.0 mi	NNE	10.4 mph	  -	N/A	"	 "	Unknown
1829	11/10/1954 -- 7:00 AM	35.1 °F	33.1 °F	92%	30.56 in	7.0 mi	NNE	5.8 mph	  -	N/A	"	 "	Unknown
1830	11/10/1954 -- 8:00 AM	39.9 °F	34.0 °F	79%	30.60 in	10.0 mi	NE	13.8 mph	  -	N/A	"	 "	Unknown
1831	11/10/1954 -- 9:00 AM	45.0 °F	32.0 °F	60%	30.62 in	15.0 mi	NE	13.8 mph	  -	N/A	"	 "	Unknown
1832	11/10/1954 -- 10:00 AM	50.0 °F	30.0 °F	46%	30.63 in	15.0 mi	NE	17.3 mph	  -	N/A	"	 "	Unknown
1833	11/10/1954 -- 11:00 AM	50.0 °F	30.0 °F	46%	30.62 in	15.0 mi	NE	18.4 mph	  -	N/A	"	 "	Unknown
1834	11/10/1954 -- 12:00 PM	51.1 °F	28.9 °F	43%	30.60 in	15.0 mi	NE	9.2 mph	  -	N/A	"	 "	Unknown
1835	11/10/1954 -- 1:00 PM	52.0 °F	30.0 °F	43%	30.59 in	15.0 mi	NE	12.7 mph	  -	N/A	"	 "	Unknown
1836	11/10/1954 -- 2:00 PM	53.1 °F	30.9 °F	43%	30.59 in	15.0 mi	NE	15.0 mph	  -	N/A	"	 "	Unknown
1837	11/10/1954 -- 3:00 PM	52.0 °F	32.0 °F	47%	30.58 in	15.0 mi	NNE	12.7 mph	  -	N/A	"	 "	Unknown
1838	11/10/1954 -- 4:00 PM	50.0 °F	28.9 °F	44%	30.58 in	15.0 mi	NE	10.4 mph	  -	N/A	"	 "	Unknown
1839	11/10/1954 -- 5:00 PM	46.0 °F	30.9 °F	56%	30.60 in	15.0 mi	NE	9.2 mph	  -	N/A	"	 "	Unknown
1840	11/10/1954 -- 6:00 PM	44.1 °F	30.9 °F	60%	30.61 in	15.0 mi	NE	8.1 mph	  -	N/A	"	 "	Unknown
1841	11/10/1954 -- 7:00 PM	43.0 °F	30.0 °F	60%	30.62 in	15.0 mi	NE	8.1 mph	  -	N/A	"	 "	Unknown
1842	11/10/1954 -- 8:00 PM	39.9 °F	30.0 °F	68%	30.63 in	15.0 mi	NE	5.8 mph	  -	N/A	"	 "	Unknown
1843	11/10/1954 -- 9:00 PM	39.0 °F	30.0 °F	70%	30.64 in	15.0 mi	NE	6.9 mph	  -	N/A	"	 "	Unknown
1844	11/10/1954 -- 10:00 PM	37.9 °F	30.9 °F	76%	30.63 in	15.0 mi	NNE	6.9 mph	  -	N/A	"	 "	Unknown
1845	11/10/1954 -- 11:00 PM	37.0 °F	30.0 °F	76%	30.64 in	15.0 mi	NE	6.9 mph	  -	N/A	"	 "	Clear
1846	4/24/1954 -- 12:00 AM	64.0 °F	59.0 °F	84%	30.17 in	15.0 mi	SW	8.1 mph	  -	N/A	"	 "	Clear
1847	4/24/1954 -- 1:00 AM	63.0 °F	59.0 °F	87%	30.17 in	15.0 mi	SW	5.8 mph	  -	N/A	"	 "	Clear
1848	4/24/1954 -- 2:00 AM	62.1 °F	59.0 °F	90%	30.17 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1849	4/24/1954 -- 3:00 AM	61.0 °F	57.9 °F	90%	30.17 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
1850	4/24/1954 -- 4:00 AM	60.1 °F	57.9 °F	93%	30.18 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Unknown
1851	4/24/1954 -- 5:00 AM	59.0 °F	57.9 °F	96%	30.19 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Unknown
1852	4/24/1954 -- 6:00 AM	60.1 °F	57.9 °F	93%	30.21 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Unknown
