Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498917360,7/1/2017 6:56 AM,55.4 °F,50.0 °F,82%,29.97 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Scattered Clouds
1351381620,10/27/2012 4:47 PM,78.8 °F,53.6 °F,42%,29.96 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Clear
1351388820,10/27/2012 6:47 PM,71.6 °F,55.4 °F,57%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351392420,10/27/2012 7:47 PM,68.0 °F,57.2 °F,68%,29.97 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351396380,10/27/2012 8:53 PM,66.2 °F,55.4 °F,68%,29.98 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351399680,10/27/2012 9:48 PM,64.4 °F,55.4 °F,73%,30.00 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1351259700,10/26/2012 6:55 AM,48.2 °F,42.8 °F,82%,30.21 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351263120,10/26/2012 7:52 AM,48.2 °F,44.6 °F,87%,30.22 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351267140,10/26/2012 8:59 AM,55.4 °F,46.4 °F,72%,30.23 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351270500,10/26/2012 9:55 AM,60.8 °F,46.4 °F,59%,30.23 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351273800,10/26/2012 10:50 AM,62.6 °F,44.6 °F,52%,30.23 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1351277220,10/26/2012 11:47 AM,66.2 °F,44.6 °F,46%,30.21 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Clear
1351281240,10/26/2012 12:54 PM,69.8 °F,41.0 °F,35%,30.18 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Clear
1351285080,10/26/2012 1:58 PM,71.6 °F,37.4 °F,29%,30.14 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Clear
1351288440,10/26/2012 2:54 PM,75.2 °F,39.2 °F,27%,30.12 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Clear
1351291860,10/26/2012 3:51 PM,73.4 °F,39.2 °F,29%,30.11 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1351295820,10/26/2012 4:57 PM,73.4 °F,37.4 °F,27%,30.10 in,10.0 mi,WNW,15.0 mph,  -,N/A,	 ,Clear
1351299000,10/26/2012 5:50 PM,71.6 °F,39.2 °F,31%,30.10 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1351306320,10/26/2012 7:52 PM,64.4 °F,46.4 °F,52%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351310100,10/26/2012 8:55 PM,60.8 °F,46.4 °F,59%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351313340,10/26/2012 9:49 PM,60.8 °F,44.6 °F,55%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1351173300,10/25/2012 6:55 AM,59.0 °F,48.2 °F,67%,30.19 in,7.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
1351176900,10/25/2012 7:55 AM,57.2 °F,51.8 °F,82%,30.21 in,4.0 mi,East,5.8 mph,  -,N/A,Rain,Light Rain
1351180500,10/25/2012 8:55 AM,57.2 °F,53.6 °F,88%,30.23 in,5.0 mi,WNW,8.1 mph,  -,N/A,Rain,Light Rain
1351189740,10/25/2012 11:29 AM,60.8 °F,53.6 °F,77%,30.25 in,7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1351191000,10/25/2012 11:50 AM,60.8 °F,53.6 °F,77%,30.25 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1351194420,10/25/2012 12:47 PM,60.8 °F,53.6 °F,77%,30.24 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Overcast
1351198500,10/25/2012 1:55 PM,62.6 °F,53.6 °F,72%,30.22 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Overcast
1351202340,10/25/2012 2:59 PM,64.4 °F,53.6 °F,68%,30.21 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1351205220,10/25/2012 3:47 PM,66.2 °F,53.6 °F,64%,30.20 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1351208820,10/25/2012 4:47 PM,68.0 °F,50.0 °F,52%,30.19 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1351212600,10/25/2012 5:50 PM,66.2 °F,48.2 °F,52%,30.18 in,10.0 mi,WNW,15.0 mph,  -,N/A,	 ,Scattered Clouds
1351216080,10/25/2012 6:48 PM,64.4 °F,48.2 °F,56%,30.20 in,10.0 mi,WNW,12.7 mph,  -,N/A,	 ,Clear
1351219620,10/25/2012 7:47 PM,62.6 °F,46.4 °F,55%,30.22 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Clear
1351223820,10/25/2012 8:57 PM,60.8 °F,44.6 °F,55%,30.22 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Clear
1351226820,10/25/2012 9:47 PM,59.0 °F,44.6 °F,59%,30.22 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1351086900,10/24/2012 6:55 AM,51.8 °F,48.2 °F,88%,30.08 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast
1351090620,10/24/2012 7:57 AM,53.6 °F,50.0 °F,88%,30.09 in,10.0 mi,East,8.1 mph,  -,N/A,	 ,Overcast
1351094280,10/24/2012 8:58 AM,55.4 °F,50.0 °F,82%,30.12 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Overcast
1351097340,10/24/2012 9:49 AM,55.4 °F,50.0 °F,82%,30.13 in,10.0 mi,ESE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1351100820,10/24/2012 10:47 AM,59.0 °F,50.0 °F,72%,30.15 in,10.0 mi,ESE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1351104780,10/24/2012 11:53 AM,64.4 °F,50.0 °F,59%,30.15 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1351108440,10/24/2012 12:54 PM,66.2 °F,50.0 °F,56%,30.14 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1351111800,10/24/2012 1:50 PM,68.0 °F,46.4 °F,46%,30.12 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1351119300,10/24/2012 3:55 PM,68.0 °F,42.8 °F,40%,30.13 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Scattered Clouds
1351126200,10/24/2012 5:50 PM,64.4 °F,44.6 °F,49%,30.14 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1351129860,10/24/2012 6:51 PM,62.6 °F,46.4 °F,55%,30.16 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1351133880,10/24/2012 7:58 PM,60.8 °F,46.4 °F,59%,30.17 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1351136820,10/24/2012 8:47 PM,60.8 °F,46.4 °F,59%,30.18 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1351007460,10/23/2012 8:51 AM,53.6 °F,51.8 °F,94%,30.05 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1351011060,10/23/2012 9:51 AM,57.2 °F,51.8 °F,82%,30.06 in,10.0 mi,ESE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1351014420,10/23/2012 10:47 AM,62.6 °F,50.0 °F,63%,30.06 in,10.0 mi,East,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1351018020,10/23/2012 11:47 AM,62.6 °F,46.4 °F,55%,30.05 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1351021620,10/23/2012 12:47 PM,62.6 °F,42.8 °F,48%,30.04 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1351025220,10/23/2012 1:47 PM,66.2 °F,41.0 °F,40%,30.03 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1351028820,10/23/2012 2:47 PM,64.4 °F,41.0 °F,42%,30.01 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1351032600,10/23/2012 3:50 PM,64.4 °F,39.2 °F,40%,30.00 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1351036020,10/23/2012 4:47 PM,64.4 °F,42.8 °F,45%,30.00 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1351039620,10/23/2012 5:47 PM,62.6 °F,42.8 °F,48%,30.00 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1351054020,10/23/2012 9:47 PM,55.4 °F,42.8 °F,63%,30.04 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350917220,10/22/2012 7:47 AM,57.2 °F,48.2 °F,72%,29.80 in,7.0 mi,East,17.3 mph,24.2 mph,N/A,	 ,Overcast
1350921000,10/22/2012 8:50 AM,57.2 °F,48.2 °F,72%,29.82 in,7.0 mi,ESE,17.3 mph,  -,N/A,	 ,Overcast
1350924420,10/22/2012 9:47 AM,55.4 °F,51.8 °F,88%,29.84 in,4.0 mi,ESE,16.1 mph,  -,N/A,Rain,Light Rain
1350931620,10/22/2012 11:47 AM,60.8 °F,53.6 °F,77%,29.87 in,7.0 mi,South,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1350935520,10/22/2012 12:52 PM,64.4 °F,50.0 °F,59%,29.89 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1350939000,10/22/2012 1:50 PM,64.4 °F,44.6 °F,49%,29.88 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1350942600,10/22/2012 2:50 PM,64.4 °F,44.6 °F,49%,29.88 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1350946080,10/22/2012 3:48 PM,64.4 °F,46.4 °F,52%,29.89 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1350949800,10/22/2012 4:50 PM,64.4 °F,41.0 °F,42%,29.89 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Scattered Clouds
1350827700,10/21/2012 6:55 AM,48.2 °F,42.8 °F,82%,29.91 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1350830940,10/21/2012 7:49 AM,48.2 °F,42.8 °F,82%,29.91 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1350834720,10/21/2012 8:52 AM,53.6 °F,46.4 °F,77%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1350838680,10/21/2012 9:58 AM,57.2 °F,48.2 °F,72%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1350841620,10/21/2012 10:47 AM,60.8 °F,48.2 °F,63%,29.95 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1350848820,10/21/2012 12:47 PM,66.2 °F,41.0 °F,40%,29.94 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1350852420,10/21/2012 1:47 PM,66.2 °F,41.0 °F,40%,29.91 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1350856020,10/21/2012 2:47 PM,66.2 °F,42.8 °F,43%,29.90 in,10.0 mi,WNW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1350860160,10/21/2012 3:56 PM,66.2 °F,44.6 °F,46%,29.90 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1350863220,10/21/2012 4:47 PM,64.4 °F,41.0 °F,42%,29.90 in,10.0 mi,WNW,15.0 mph,  -,N/A,	 ,Overcast
1350870540,10/21/2012 6:49 PM,60.8 °F,42.8 °F,52%,29.89 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1350877620,10/21/2012 8:47 PM,59.0 °F,44.6 °F,59%,29.88 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1350881220,10/21/2012 9:47 PM,59.0 °F,44.6 °F,59%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1350741300,10/20/2012 6:55 AM,59.0 °F,55.4 °F,88%,29.91 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1350744900,10/20/2012 7:55 AM,60.8 °F,55.4 °F,82%,29.91 in,5.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1350748020,10/20/2012 8:47 AM,60.8 °F,55.4 °F,82%,29.90 in,5.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1350752100,10/20/2012 9:55 AM,62.6 °F,57.2 °F,82%,29.92 in,7.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1350755880,10/20/2012 10:58 AM,66.2 °F,57.2 °F,73%,29.91 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Overcast
1350759420,10/20/2012 11:57 AM,69.8 °F,57.2 °F,64%,29.90 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1350766020,10/20/2012 1:47 PM,71.6 °F,57.2 °F,60%,29.86 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Clear
1350769620,10/20/2012 2:47 PM,71.6 °F,55.4 °F,57%,29.85 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1350773940,10/20/2012 3:59 PM,69.8 °F,50.0 °F,49%,29.84 in,10.0 mi,West,17.3 mph,  -,N/A,	 ,Clear
1350777240,10/20/2012 4:54 PM,69.8 °F,50.0 °F,49%,29.84 in,10.0 mi,WNW,16.1 mph,  -,N/A,	 ,Clear
1350780600,10/20/2012 5:50 PM,66.2 °F,48.2 °F,52%,29.85 in,10.0 mi,WNW,18.4 mph,  -,N/A,	 ,Clear
1350784260,10/20/2012 6:51 PM,62.6 °F,48.2 °F,59%,29.84 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Clear
1350788040,10/20/2012 7:54 PM,60.8 °F,48.2 °F,63%,29.86 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Clear
1350794820,10/20/2012 9:47 PM,57.2 °F,46.4 °F,67%,29.87 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350654420,10/19/2012 6:47 AM,60.8 °F,59.0 °F,94%,30.03 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350658020,10/19/2012 7:47 AM,60.8 °F,59.0 °F,94%,30.02 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350662100,10/19/2012 8:55 AM,66.2 °F,60.8 °F,83%,30.05 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
1350668820,10/19/2012 10:47 AM,73.4 °F,62.6 °F,69%,30.06 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350672420,10/19/2012 11:47 AM,77.0 °F,62.6 °F,61%,30.03 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1350676320,10/19/2012 12:52 PM,77.0 °F,64.4 °F,65%,30.00 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1350679620,10/19/2012 1:47 PM,77.0 °F,64.4 °F,65%,29.97 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1350683700,10/19/2012 2:55 PM,77.0 °F,64.4 °F,65%,29.95 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1350687300,10/19/2012 3:55 PM,77.0 °F,64.4 °F,65%,29.95 in,10.0 mi,West,13.8 mph,  -,N/A,	 ,Clear
1350690420,10/19/2012 4:47 PM,75.2 °F,62.6 °F,65%,29.94 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Clear
1350694680,10/19/2012 5:58 PM,71.6 °F,62.6 °F,73%,29.93 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Clear
1350697860,10/19/2012 6:51 PM,68.0 °F,62.6 °F,83%,29.93 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Clear
1350701220,10/19/2012 7:47 PM,64.4 °F,60.8 °F,88%,29.93 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Partly Cloudy
1350704820,10/19/2012 8:47 PM,64.4 °F,60.8 °F,88%,29.94 in,3.0 mi,WNW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1350708420,10/19/2012 9:47 PM,62.6 °F,60.8 °F,94%,29.95 in,3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1350568020,10/18/2012 6:47 AM,53.6 °F,42.8 °F,67%,29.92 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350571620,10/18/2012 7:47 AM,55.4 °F,41.0 °F,58%,29.92 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350575220,10/18/2012 8:47 AM,60.8 °F,39.2 °F,45%,29.95 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350579000,10/18/2012 9:50 AM,71.6 °F,39.2 °F,31%,29.95 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350582420,10/18/2012 10:47 AM,77.0 °F,35.6 °F,22%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350586020,10/18/2012 11:47 AM,84.2 °F,37.4 °F,19%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350590160,10/18/2012 12:56 PM,89.6 °F,39.2 °F,17%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350593940,10/18/2012 1:59 PM,91.4 °F,46.4 °F,21%,29.94 in,10.0 mi,SW,13.8 mph,  -,N/A,	 ,Clear
1350596820,10/18/2012 2:47 PM,91.4 °F,50.0 °F,24%,29.94 in,10.0 mi,WSW,11.5 mph,  -,N/A,	 ,Clear
1350604500,10/18/2012 4:55 PM,86.0 °F,57.2 °F,37%,29.95 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Clear
1350607620,10/18/2012 5:47 PM,82.4 °F,60.8 °F,48%,29.96 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Clear
1350614820,10/18/2012 7:47 PM,77.0 °F,64.4 °F,65%,29.99 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Clear
1350618420,10/18/2012 8:47 PM,73.4 °F,62.6 °F,69%,30.00 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Clear
1350622020,10/18/2012 9:47 PM,73.4 °F,60.8 °F,65%,30.02 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1350481620,10/17/2012 6:47 AM,53.6 °F,51.8 °F,94%,29.90 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350485580,10/17/2012 7:53 AM,55.4 °F,53.6 °F,94%,29.91 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350496020,10/17/2012 10:47 AM,77.0 °F,51.8 °F,41%,29.90 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1350499620,10/17/2012 11:47 AM,80.6 °F,42.8 °F,26%,29.88 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1350503220,10/17/2012 12:47 PM,86.0 °F,35.6 °F,17%,29.86 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Clear
1350510660,10/17/2012 2:51 PM,87.8 °F,32.0 °F,14%,29.82 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Clear
1350514020,10/17/2012 3:47 PM,87.8 °F,32.0 °F,14%,29.82 in,10.0 mi,West,18.4 mph,  -,N/A,	 ,Clear
1350518100,10/17/2012 4:55 PM,86.0 °F,33.8 °F,15%,29.82 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Clear
1350521580,10/17/2012 5:53 PM,84.2 °F,35.6 °F,18%,29.82 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1350525300,10/17/2012 6:55 PM,77.0 °F,37.4 °F,24%,29.82 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350528720,10/17/2012 7:52 PM,73.4 °F,41.0 °F,31%,29.85 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350532020,10/17/2012 8:47 PM,69.8 °F,39.2 °F,33%,29.87 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350535800,10/17/2012 9:50 PM,68.0 °F,39.2 °F,35%,29.86 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350395340,10/16/2012 6:49 AM,59.0 °F,55.4 °F,88%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1350398820,10/16/2012 7:47 AM,59.0 °F,57.2 °F,94%,30.00 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1350402540,10/16/2012 8:49 AM,64.4 °F,59.0 °F,83%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1350406500,10/16/2012 9:55 AM,69.8 °F,60.8 °F,73%,30.01 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Partly Cloudy
1350410220,10/16/2012 10:57 AM,73.4 °F,62.6 °F,69%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350413400,10/16/2012 11:50 AM,77.0 °F,62.6 °F,61%,29.99 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1350420540,10/16/2012 1:49 PM,80.6 °F,62.6 °F,54%,29.94 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Clear
1350424020,10/16/2012 2:47 PM,80.6 °F,64.4 °F,58%,29.92 in,10.0 mi,West,17.3 mph,  -,N/A,	 ,Clear
1350427800,10/16/2012 3:50 PM,80.6 °F,64.4 °F,58%,29.90 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Clear
1350431220,10/16/2012 4:47 PM,77.0 °F,62.6 °F,61%,29.90 in,10.0 mi,WNW,20.7 mph,  -,N/A,	 ,Clear
1350434820,10/16/2012 5:47 PM,73.4 °F,60.8 °F,65%,29.89 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Clear
1350438600,10/16/2012 6:50 PM,69.8 °F,59.0 °F,68%,29.89 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Clear
1350442020,10/16/2012 7:47 PM,68.0 °F,59.0 °F,73%,29.89 in,10.0 mi,WSW,4.6 mph,  -,N/A,	 ,Clear
1350446100,10/16/2012 8:55 PM,66.2 °F,59.0 °F,78%,29.95 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350449220,10/16/2012 9:47 PM,64.4 °F,59.0 °F,83%,29.90 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350309060,10/15/2012 6:51 AM,57.2 °F,57.2 °F,100%,30.08 in,0.3 mi,Calm,Calm,  -,N/A,Fog,Fog
1350312600,10/15/2012 7:50 AM,57.2 °F,57.2 °F,100%,30.09 in,0.4 mi,Calm,Calm,  -,N/A,Fog,Fog
1350316380,10/15/2012 8:53 AM,59.0 °F,59.0 °F,100%,30.09 in,0.2 mi,Calm,Calm,  -,N/A,Fog,Fog
1350323520,10/15/2012 10:52 AM,60.8 °F,59.0 °F,94%,30.10 in,4.0 mi,Calm,Calm,  -,N/A,	 ,Haze
1350326040,10/15/2012 11:34 AM,64.4 °F,59.0 °F,83%,30.09 in,7.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1350330480,10/15/2012 12:48 PM,69.8 °F,59.0 °F,68%,30.06 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1350334560,10/15/2012 1:56 PM,73.4 °F,59.0 °F,61%,30.01 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
1350337800,10/15/2012 2:50 PM,77.0 °F,59.0 °F,54%,29.99 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Partly Cloudy
1350341400,10/15/2012 3:50 PM,77.0 °F,57.2 °F,50%,29.98 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Clear
1350345000,10/15/2012 4:50 PM,78.8 °F,59.0 °F,51%,29.97 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Clear
1350348600,10/15/2012 5:50 PM,75.2 °F,59.0 °F,57%,29.97 in,10.0 mi,West,13.8 mph,  -,N/A,	 ,Clear
1350355800,10/15/2012 7:50 PM,68.0 °F,59.0 °F,73%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350363000,10/15/2012 9:50 PM,64.4 °F,59.0 °F,83%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1350222420,10/14/2012 6:47 AM,57.2 °F,55.4 °F,94%,30.21 in,1.8 mi,Calm,Calm,  -,N/A,	 ,Mist
1350223740,10/14/2012 7:09 AM,57.2 °F,57.2 °F,100%,30.19 in,0.5 mi,Calm,Calm,  -,N/A,Fog,Fog
1350226140,10/14/2012 7:49 AM,57.2 °F,57.2 °F,100%,30.21 in,0.4 mi,Calm,Calm,  -,N/A,Fog,Fog
1350233280,10/14/2012 9:48 AM,59.0 °F,57.2 °F,94%,30.22 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Mist
1350237120,10/14/2012 10:52 AM,60.8 °F,57.2 °F,88%,30.21 in,3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1350240420,10/14/2012 11:47 AM,60.8 °F,57.2 °F,88%,30.21 in,3.0 mi,WNW,9.2 mph,  -,N/A,	 ,Overcast
1350244020,10/14/2012 12:47 PM,64.4 °F,59.0 °F,83%,30.19 in,5.0 mi,WNW,8.1 mph,  -,N/A,	 ,Haze
1350247620,10/14/2012 1:47 PM,68.0 °F,59.0 °F,73%,30.16 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1350251220,10/14/2012 2:47 PM,71.6 °F,59.0 °F,64%,30.13 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1350254820,10/14/2012 3:47 PM,73.4 °F,59.0 °F,61%,30.11 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Partly Cloudy
1350262440,10/14/2012 5:54 PM,73.4 °F,59.0 °F,61%,30.08 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Scattered Clouds
1350265620,10/14/2012 6:47 PM,69.8 °F,59.0 °F,68%,30.08 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1350269220,10/14/2012 7:47 PM,66.2 °F,59.0 °F,78%,30.09 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Partly Cloudy
1350273300,10/14/2012 8:55 PM,64.4 °F,59.0 °F,83%,30.10 in,10.0 mi,NW,4.6 mph,  -,N/A,	 ,Scattered Clouds
1350276420,10/14/2012 9:47 PM,62.6 °F,59.0 °F,88%,30.11 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Partly Cloudy
1350136620,10/13/2012 6:57 AM,50.0 °F,48.2 °F,94%,30.28 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1350143220,10/13/2012 8:47 AM,53.6 °F,50.0 °F,88%,30.30 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1350146820,10/13/2012 9:47 AM,59.0 °F,51.8 °F,77%,30.32 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
