Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498913220,7/1/2017 5:47 AM,75.2 °F,30.2 °F,19%,29.79 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1344354600,8/7/2012 8:50 AM,93.2 °F,60.8 °F,34%,29.95 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1344358020,8/7/2012 9:47 AM,96.8 °F,59.0 °F,28%,29.95 in,40.0 mi,WSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344361620,8/7/2012 10:47 AM,98.6 °F,60.8 °F,29%,29.94 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1344365220,8/7/2012 11:47 AM,102.2 °F,57.2 °F,22%,29.92 in,40.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
1344368820,8/7/2012 12:47 PM,104.0 °F,57.2 °F,21%,29.89 in,35.0 mi,SSE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344372420,8/7/2012 1:47 PM,107.6 °F,55.4 °F,18%,29.86 in,35.0 mi,SSW,12.7 mph,  -,N/A,	 ,Partly Cloudy
1344376020,8/7/2012 2:47 PM,107.6 °F,55.4 °F,18%,29.83 in,35.0 mi,SSW,10.4 mph,  -,N/A,	 ,Partly Cloudy
1344379620,8/7/2012 3:47 PM,107.6 °F,55.4 °F,18%,29.81 in,35.0 mi,SSW,13.8 mph,  -,N/A,	 ,Scattered Clouds
1344386820,8/7/2012 5:47 PM,109.4 °F,53.6 °F,16%,29.77 in,35.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344390420,8/7/2012 6:47 PM,107.6 °F,53.6 °F,17%,29.77 in,35.0 mi,WNW,10.4 mph,  -,N/A,	 ,Scattered Clouds
1344394020,8/7/2012 7:47 PM,104.0 °F,53.6 °F,19%,29.78 in,15.0 mi,West,8.1 mph,  -,N/A,	 ,Scattered Clouds
1344397620,8/7/2012 8:47 PM,102.2 °F,53.6 °F,20%,29.79 in,15.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344257400,8/6/2012 5:50 AM,80.6 °F,64.4 °F,58%,29.99 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1344260820,8/6/2012 6:47 AM,84.2 °F,64.4 °F,51%,30.00 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1344264420,8/6/2012 7:47 AM,87.8 °F,64.4 °F,46%,30.02 in,40.0 mi,NE,8.1 mph,  -,N/A,	 ,Scattered Clouds
1344268200,8/6/2012 8:50 AM,89.6 °F,62.6 °F,40%,30.02 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344271620,8/6/2012 9:47 AM,93.2 °F,60.8 °F,34%,30.01 in,35.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1344275400,8/6/2012 10:50 AM,98.6 °F,57.2 °F,25%,30.00 in,35.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344282420,8/6/2012 12:47 PM,102.2 °F,57.2 °F,22%,29.95 in,35.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344289800,8/6/2012 2:50 PM,105.8 °F,57.2 °F,20%,29.89 in,30.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344293220,8/6/2012 3:47 PM,107.6 °F,55.4 °F,18%,29.86 in,30.0 mi,WNW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344296820,8/6/2012 4:47 PM,107.6 °F,51.8 °F,16%,29.84 in,30.0 mi,West,6.9 mph,  -,N/A,	 ,Scattered Clouds
1344300600,8/6/2012 5:50 PM,107.6 °F,51.8 °F,16%,29.83 in,30.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1344304200,8/6/2012 6:50 PM,105.8 °F,50.0 °F,15%,29.84 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1344307800,8/6/2012 7:50 PM,104.0 °F,51.8 °F,17%,29.85 in,15.0 mi,West,3.5 mph,  -,N/A,	 ,Scattered Clouds
1344311220,8/6/2012 8:47 PM,100.4 °F,55.4 °F,22%,29.87 in,15.0 mi,North,17.3 mph,  -,N/A,	 ,Scattered Clouds
1344170820,8/5/2012 5:47 AM,87.8 °F,50.0 °F,27%,29.91 in,30.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1344174420,8/5/2012 6:47 AM,87.8 °F,53.6 °F,31%,29.96 in,30.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1344178020,8/5/2012 7:47 AM,89.6 °F,57.2 °F,33%,29.99 in,30.0 mi,East,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1344181620,8/5/2012 8:47 AM,93.2 °F,55.4 °F,28%,29.99 in,35.0 mi,East,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1344185400,8/5/2012 9:50 AM,95.0 °F,55.4 °F,26%,29.99 in,35.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1344189000,8/5/2012 10:50 AM,96.8 °F,55.4 °F,25%,29.98 in,40.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1344192420,8/5/2012 11:47 AM,96.8 °F,53.6 °F,23%,29.97 in,40.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1344196020,8/5/2012 12:47 PM,100.4 °F,51.8 °F,20%,29.95 in,35.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1344199620,8/5/2012 1:47 PM,102.2 °F,51.8 °F,18%,29.93 in,35.0 mi,West,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1344203220,8/5/2012 2:47 PM,104.0 °F,51.8 °F,17%,29.91 in,35.0 mi,SSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1344207000,8/5/2012 3:50 PM,104.0 °F,51.8 °F,17%,29.89 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1344210600,8/5/2012 4:50 PM,104.0 °F,51.8 °F,17%,29.87 in,35.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344214020,8/5/2012 5:47 PM,104.0 °F,51.8 °F,17%,29.85 in,35.0 mi,West,10.4 mph,  -,N/A,	 ,Scattered Clouds
1344217620,8/5/2012 6:47 PM,102.2 °F,51.8 °F,18%,29.86 in,35.0 mi,West,10.4 mph,  -,N/A,	 ,Scattered Clouds
1344221700,8/5/2012 7:55 PM,100.4 °F,51.8 °F,20%,29.88 in,15.0 mi,West,6.9 mph,  -,N/A,	 ,Scattered Clouds
1344224820,8/5/2012 8:47 PM,98.6 °F,51.8 °F,21%,29.90 in,15.0 mi,West,4.6 mph,  -,N/A,	 ,Scattered Clouds
1344084420,8/4/2012 5:47 AM,80.6 °F,57.2 °F,45%,29.82 in,40.0 mi,ENE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344088020,8/4/2012 6:47 AM,82.4 °F,57.2 °F,42%,29.83 in,40.0 mi,ENE,3.5 mph,  -,N/A,	 ,Partly Cloudy
1344091740,8/4/2012 7:49 AM,55.4 °F,55.4 °F,100%,29.95 in,40.0 mi,East,3.5 mph,  -,N/A,	 ,Partly Cloudy
1344095220,8/4/2012 8:47 AM,89.6 °F,53.6 °F,29%,29.85 in,40.0 mi,Variable,3.5 mph,  -,N/A,	 ,Partly Cloudy
1344098820,8/4/2012 9:47 AM,95.0 °F,51.8 °F,23%,29.86 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344102600,8/4/2012 10:50 AM,98.6 °F,46.4 °F,17%,29.86 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344106020,8/4/2012 11:47 AM,100.4 °F,46.4 °F,16%,29.85 in,40.0 mi,WSW,8.1 mph,  -,N/A,	 ,Partly Cloudy
1344109620,8/4/2012 12:47 PM,100.4 °F,46.4 °F,16%,29.84 in,40.0 mi,SSE,3.5 mph,  -,N/A,	 ,Partly Cloudy
1344113220,8/4/2012 1:47 PM,104.0 °F,46.4 °F,14%,29.82 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344116820,8/4/2012 2:47 PM,105.8 °F,46.4 °F,14%,29.80 in,35.0 mi,WSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344120420,8/4/2012 3:47 PM,107.6 °F,46.4 °F,13%,29.78 in,35.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344124020,8/4/2012 4:47 PM,105.8 °F,46.4 °F,14%,29.76 in,35.0 mi,South,8.1 mph,  -,N/A,	 ,Scattered Clouds
1344127800,8/4/2012 5:50 PM,105.8 °F,44.6 °F,13%,29.76 in,35.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344131400,8/4/2012 6:50 PM,104.0 °F,44.6 °F,13%,29.76 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1344135300,8/4/2012 7:55 PM,100.4 °F,48.2 °F,17%,29.78 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1344138420,8/4/2012 8:47 PM,98.6 °F,51.8 °F,21%,29.80 in,15.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1343998020,8/3/2012 5:47 AM,80.6 °F,60.8 °F,51%,29.83 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1344001620,8/3/2012 6:47 AM,80.6 °F,60.8 °F,51%,29.85 in,40.0 mi,East,3.5 mph,  -,N/A,	 ,Scattered Clouds
1344005220,8/3/2012 7:47 AM,86.0 °F,59.0 °F,40%,29.86 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1344008820,8/3/2012 8:47 AM,91.4 °F,55.4 °F,29%,29.87 in,40.0 mi,South,3.5 mph,  -,N/A,	 ,Scattered Clouds
1344012420,8/3/2012 9:47 AM,95.0 °F,51.8 °F,23%,29.87 in,40.0 mi,SSE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344016140,8/3/2012 10:49 AM,98.6 °F,53.6 °F,22%,29.86 in,40.0 mi,WSW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344023220,8/3/2012 12:47 PM,102.2 °F,51.8 °F,18%,29.81 in,40.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1344026820,8/3/2012 1:47 PM,104.0 °F,48.2 °F,15%,29.79 in,40.0 mi,SW,8.1 mph,  -,N/A,	 ,Partly Cloudy
1344030420,8/3/2012 2:47 PM,105.8 °F,48.2 °F,14%,29.76 in,35.0 mi,SSE,9.2 mph,  -,N/A,	 ,Scattered Clouds
1344034020,8/3/2012 3:47 PM,105.8 °F,46.4 °F,14%,29.74 in,35.0 mi,SSW,10.4 mph,  -,N/A,	 ,Scattered Clouds
1344037620,8/3/2012 4:47 PM,105.8 °F,44.6 °F,13%,29.72 in,40.0 mi,SW,9.2 mph,  -,N/A,	 ,Scattered Clouds
1344041400,8/3/2012 5:50 PM,104.0 °F,42.8 °F,12%,29.70 in,35.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344045000,8/3/2012 6:50 PM,104.0 °F,42.8 °F,12%,29.70 in,30.0 mi,Variable,5.8 mph,  -,N/A,	 ,Partly Cloudy
1344048420,8/3/2012 7:47 PM,98.6 °F,46.4 °F,17%,29.71 in,15.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1344052020,8/3/2012 8:47 PM,96.8 °F,48.2 °F,19%,29.73 in,15.0 mi,SW,4.6 mph,  -,N/A,	 ,Partly Cloudy
1343911620,8/2/2012 5:47 AM,80.6 °F,60.8 °F,51%,29.92 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1343915220,8/2/2012 6:47 AM,82.4 °F,60.8 °F,48%,29.93 in,40.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343918820,8/2/2012 7:47 AM,86.0 °F,59.0 °F,40%,29.95 in,40.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343922420,8/2/2012 8:47 AM,89.6 °F,57.2 °F,33%,29.96 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343926020,8/2/2012 9:47 AM,91.4 °F,55.4 °F,29%,29.95 in,40.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343936820,8/2/2012 12:47 PM,100.4 °F,51.8 °F,20%,29.91 in,40.0 mi,SW,3.5 mph,  -,N/A,	 ,Scattered Clouds
1343940420,8/2/2012 1:47 PM,102.2 °F,51.8 °F,18%,29.88 in,40.0 mi,SW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1343944020,8/2/2012 2:47 PM,102.2 °F,51.8 °F,18%,29.86 in,40.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343947800,8/2/2012 3:50 PM,102.2 °F,50.0 °F,17%,29.83 in,40.0 mi,SW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1343951400,8/2/2012 4:50 PM,102.2 °F,48.2 °F,16%,29.80 in,35.0 mi,Variable,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343955000,8/2/2012 5:50 PM,102.2 °F,48.2 °F,16%,29.78 in,35.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343958420,8/2/2012 6:47 PM,100.4 °F,50.0 °F,18%,29.78 in,40.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343962020,8/2/2012 7:47 PM,98.6 °F,48.2 °F,18%,29.79 in,35.0 mi,WNW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1343965800,8/2/2012 8:50 PM,96.8 °F,48.2 °F,19%,29.80 in,15.0 mi,WNW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343825220,8/1/2012 5:47 AM,78.8 °F,66.2 °F,65%,30.00 in,40.0 mi,SE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343828820,8/1/2012 6:47 AM,82.4 °F,66.2 °F,58%,30.02 in,40.0 mi,SE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1343832420,8/1/2012 7:47 AM,84.2 °F,64.4 °F,51%,30.03 in,40.0 mi,SE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1343836020,8/1/2012 8:47 AM,87.8 °F,64.4 °F,46%,30.03 in,40.0 mi,SSE,6.9 mph,  -,N/A,	 ,Partly Cloudy
1343839800,8/1/2012 9:50 AM,91.4 °F,62.6 °F,38%,30.02 in,40.0 mi,South,6.9 mph,  -,N/A,	 ,Partly Cloudy
1343850420,8/1/2012 12:47 PM,96.8 °F,55.4 °F,25%,29.99 in,40.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
1343854020,8/1/2012 1:47 PM,98.6 °F,55.4 °F,24%,29.97 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343857620,8/1/2012 2:47 PM,100.4 °F,50.0 °F,18%,29.94 in,40.0 mi,WSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
1343861220,8/1/2012 3:47 PM,100.4 °F,51.8 °F,20%,29.92 in,40.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343865000,8/1/2012 4:50 PM,100.4 °F,53.6 °F,21%,29.89 in,40.0 mi,WSW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343868420,8/1/2012 5:47 PM,100.4 °F,51.8 °F,20%,29.87 in,40.0 mi,West,6.9 mph,  -,N/A,	 ,Partly Cloudy
1343872020,8/1/2012 6:47 PM,98.6 °F,50.0 °F,19%,29.87 in,40.0 mi,WSW,9.2 mph,  -,N/A,	 ,Clear
1343875620,8/1/2012 7:47 PM,96.8 °F,51.8 °F,22%,29.88 in,40.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1343879220,8/1/2012 8:47 PM,95.0 °F,51.8 °F,23%,29.90 in,20.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
1343738820,7/31/2012 5:47 AM,78.8 °F,66.2 °F,65%,29.97 in,35.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343742420,7/31/2012 6:47 AM,80.6 °F,66.2 °F,61%,29.99 in,35.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343746020,7/31/2012 7:47 AM,84.2 °F,66.2 °F,55%,30.01 in,40.0 mi,SSE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343749620,7/31/2012 8:47 AM,86.0 °F,64.4 °F,48%,30.01 in,40.0 mi,SSE,6.9 mph,  -,N/A,	 ,Partly Cloudy
1343753400,7/31/2012 9:50 AM,89.6 °F,62.6 °F,40%,30.02 in,40.0 mi,South,9.2 mph,  -,N/A,	 ,Partly Cloudy
1343756820,7/31/2012 10:47 AM,91.4 °F,62.6 °F,38%,30.01 in,40.0 mi,SSE,6.9 mph,  -,N/A,	 ,Scattered Clouds
1343764020,7/31/2012 12:47 PM,96.8 °F,60.8 °F,30%,29.96 in,40.0 mi,SSW,10.4 mph,  -,N/A,	 ,Scattered Clouds
1343767980,7/31/2012 1:53 PM,96.8 °F,59.0 °F,28%,29.94 in,40.0 mi,South,8.1 mph,  -,N/A,	 ,Scattered Clouds
1343771220,7/31/2012 2:47 PM,98.6 °F,57.2 °F,25%,29.91 in,40.0 mi,South,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343775000,7/31/2012 3:50 PM,98.6 °F,57.2 °F,25%,29.89 in,40.0 mi,SW,9.2 mph,16.1 mph,N/A,	 ,Scattered Clouds
1343782020,7/31/2012 5:47 PM,93.2 °F,64.4 °F,38%,29.90 in,30.0 mi,WSW,16.1 mph,  -,N/A,	 ,Scattered Clouds
1343785620,7/31/2012 6:47 PM,93.2 °F,62.6 °F,36%,29.92 in,30.0 mi,WSW,10.4 mph,  -,N/A,	 ,Scattered Clouds
1343789460,7/31/2012 7:51 PM,91.4 °F,62.6 °F,38%,29.94 in,15.0 mi,WSW,12.7 mph,  -,N/A,	 ,Scattered Clouds
1343792820,7/31/2012 8:47 PM,89.6 °F,62.6 °F,40%,29.95 in,15.0 mi,WSW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343652600,7/30/2012 5:50 AM,77.0 °F,73.4 °F,89%,29.97 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1343656200,7/30/2012 6:50 AM,78.8 °F,71.6 °F,78%,29.97 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1343659620,7/30/2012 7:47 AM,80.6 °F,71.6 °F,74%,29.98 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1343663220,7/30/2012 8:47 AM,82.4 °F,69.8 °F,66%,29.99 in,35.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343667000,7/30/2012 9:50 AM,86.0 °F,69.8 °F,58%,29.99 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343670600,7/30/2012 10:50 AM,87.8 °F,69.8 °F,55%,29.98 in,30.0 mi,SW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1343677620,7/30/2012 12:47 PM,93.2 °F,62.6 °F,36%,29.95 in,35.0 mi,SSE,8.1 mph,  -,N/A,	 ,Scattered Clouds
1343681400,7/30/2012 1:50 PM,95.0 °F,62.6 °F,34%,29.92 in,35.0 mi,SSE,9.2 mph,16.1 mph,N/A,	 ,Scattered Clouds
1343685000,7/30/2012 2:50 PM,96.8 °F,60.8 °F,30%,29.90 in,35.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1343688420,7/30/2012 3:47 PM,96.8 °F,62.6 °F,32%,29.88 in,35.0 mi,SSW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1343692200,7/30/2012 4:50 PM,96.8 °F,60.8 °F,30%,29.87 in,35.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1343695620,7/30/2012 5:47 PM,96.8 °F,59.0 °F,28%,29.86 in,35.0 mi,SSW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1343699220,7/30/2012 6:47 PM,93.2 °F,62.6 °F,36%,29.87 in,40.0 mi,WSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
1343702820,7/30/2012 7:47 PM,91.4 °F,64.4 °F,41%,29.89 in,15.0 mi,West,11.5 mph,  -,N/A,	 ,Scattered Clouds
1343706420,7/30/2012 8:47 PM,89.6 °F,64.4 °F,43%,29.92 in,15.0 mi,West,9.2 mph,  -,N/A,	 ,Scattered Clouds
1343566020,7/29/2012 5:47 AM,77.0 °F,71.6 °F,83%,29.95 in,35.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1343569620,7/29/2012 6:47 AM,78.8 °F,73.4 °F,83%,29.96 in,30.0 mi,NNE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1343573700,7/29/2012 7:55 AM,80.6 °F,71.6 °F,74%,29.98 in,30.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1343576820,7/29/2012 8:47 AM,82.4 °F,71.6 °F,70%,29.97 in,30.0 mi,NE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1343580420,7/29/2012 9:47 AM,86.0 °F,69.8 °F,58%,29.97 in,30.0 mi,East,4.6 mph,  -,N/A,	 ,Scattered Clouds
1343584200,7/29/2012 10:50 AM,89.6 °F,68.0 °F,49%,29.96 in,35.0 mi,NE,5.8 mph,  -,N/A,	 ,Partly Cloudy
1343587620,7/29/2012 11:47 AM,91.4 °F,66.2 °F,43%,29.94 in,35.0 mi,SSE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343591220,7/29/2012 12:47 PM,93.2 °F,66.2 °F,41%,29.91 in,30.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1343594820,7/29/2012 1:47 PM,96.8 °F,64.4 °F,34%,29.87 in,30.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1343598420,7/29/2012 2:47 PM,98.6 °F,62.6 °F,30%,29.85 in,30.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343602020,7/29/2012 3:47 PM,98.6 °F,62.6 °F,30%,29.81 in,30.0 mi,WSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1343604900,7/29/2012 4:35 PM,87.8 °F,69.8 °F,55%,29.85 in,10.0 mi,East,31.1 mph,40.3 mph,N/A,Rain,"	,"
1343609220,7/29/2012 5:47 PM,73.4 °F,69.8 °F,88%,29.87 in,10.0 mi,South,25.3 mph,38.0 mph,N/A,Rain,"	,"
1343613300,7/29/2012 6:55 PM,73.4 °F,69.8 °F,88%,29.94 in,10.0 mi,East,9.2 mph,  -,N/A,Rain,Light Rain
1343616600,7/29/2012 7:50 PM,77.0 °F,73.4 °F,89%,29.93 in,10.0 mi,East,6.9 mph,13.8 mph,N/A,Rain,Light Rain
1343620020,7/29/2012 8:47 PM,77.0 °F,71.6 °F,83%,29.97 in,10.0 mi,East,13.8 mph,  -,N/A,	 ,Overcast
1343479620,7/28/2012 5:47 AM,89.6 °F,60.8 °F,38%,29.88 in,30.0 mi,East,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1343483940,7/28/2012 6:59 AM,89.6 °F,59.0 °F,36%,29.91 in,30.0 mi,East,6.9 mph,  -,N/A,	 ,Overcast
1343486820,7/28/2012 7:47 AM,89.6 °F,59.0 °F,36%,29.92 in,40.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
1343490420,7/28/2012 8:47 AM,91.4 °F,57.2 °F,31%,29.94 in,35.0 mi,East,13.8 mph,  -,N/A,	 ,Overcast
1343494020,7/28/2012 9:47 AM,91.4 °F,59.0 °F,34%,29.94 in,40.0 mi,East,6.9 mph,  -,N/A,	 ,Overcast
1343497620,7/28/2012 10:47 AM,91.4 °F,60.8 °F,36%,29.95 in,40.0 mi,ESE,5.8 mph,  -,N/A,	 ,Overcast
1343501400,7/28/2012 11:50 AM,96.8 °F,59.0 °F,28%,29.93 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast
1343505000,7/28/2012 12:50 PM,93.2 °F,59.0 °F,32%,29.92 in,35.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1343508600,7/28/2012 1:50 PM,96.8 °F,60.8 °F,30%,29.86 in,35.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343512200,7/28/2012 2:50 PM,100.4 °F,60.8 °F,27%,29.86 in,35.0 mi,West,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1343515620,7/28/2012 3:47 PM,100.4 °F,59.0 °F,25%,29.83 in,35.0 mi,West,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1343519220,7/28/2012 4:47 PM,98.6 °F,59.0 °F,27%,29.83 in,35.0 mi,West,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1343522820,7/28/2012 5:47 PM,91.4 °F,69.8 °F,49%,29.88 in,10.0 mi,East,18.4 mph,23.0 mph,N/A,	 ,Overcast
1343526420,7/28/2012 6:47 PM,80.6 °F,71.6 °F,74%,29.97 in,10.0 mi,NE,23.0 mph,  -,N/A,Thunderstorm,Overcast
1343530020,7/28/2012 7:47 PM,75.2 °F,71.6 °F,89%,29.98 in,10.0 mi,Variable,4.6 mph,  -,N/A,Thunderstorm,Mostly Cloudy
1343533800,7/28/2012 8:50 PM,77.0 °F,73.4 °F,89%,29.95 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343393520,7/27/2012 5:52 AM,82.4 °F,55.4 °F,39%,29.87 in,40.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1343397300,7/27/2012 6:55 AM,82.4 °F,57.2 °F,42%,29.90 in,40.0 mi,ENE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343400420,7/27/2012 7:47 AM,89.6 °F,55.4 °F,31%,29.90 in,40.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343404020,7/27/2012 8:47 AM,91.4 °F,53.6 °F,28%,29.90 in,40.0 mi,North,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343408100,7/27/2012 9:55 AM,96.8 °F,53.6 °F,23%,29.90 in,40.0 mi,North,5.8 mph,  -,N/A,	 ,Scattered Clouds
1343411400,7/27/2012 10:50 AM,98.6 °F,51.8 °F,21%,29.89 in,35.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1343414820,7/27/2012 11:47 AM,100.4 °F,46.4 °F,16%,29.88 in,35.0 mi,North,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1343418420,7/27/2012 12:47 PM,102.2 °F,42.8 °F,13%,29.86 in,35.0 mi,NNW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1343422200,7/27/2012 1:50 PM,105.8 °F,44.6 °F,13%,29.84 in,35.0 mi,WNW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1343425620,7/27/2012 2:47 PM,105.8 °F,44.6 °F,13%,29.81 in,35.0 mi,WNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1343429220,7/27/2012 3:47 PM,105.8 °F,44.6 °F,13%,29.79 in,35.0 mi,West,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1343432820,7/27/2012 4:47 PM,107.6 °F,44.6 °F,12%,29.77 in,35.0 mi,West,15.0 mph,  -,N/A,	 ,Mostly Cloudy
1343436600,7/27/2012 5:50 PM,105.8 °F,44.6 °F,13%,29.75 in,35.0 mi,WNW,8.1 mph,17.3 mph,N/A,	 ,Mostly Cloudy
